Gene,MutSig(Q-value),# Mut,# Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
OR2A7,2,2,1013,0.2%,No
ELAVL1,1,1,1013,<0.1%,No
FER1L6,6,6,1013,0.6%,No
ELAVL2,4,4,1013,0.4%,No
SERPINB1,2,2,1013,0.2%,No
CCDC142,4,4,1013,0.4%,No
RIOX2,4,3,1013,0.3%,No
KLHL22,5,5,1013,0.5%,No
FAM170A,3,3,1013,0.3%,No
ELF3,2,2,1013,0.2%,Yes
TAF1B,2,2,1013,0.2%,No
TAF1A,2,2,1013,0.2%,No
TAF1C,4,4,1013,0.4%,No
MPZL1,2,2,1013,0.2%,No
STING1,3,3,1013,0.3%,No
ACSM4,4,4,1013,0.4%,No
ZBTB8A,2,1,1013,<0.1%,No
RNF8,2,2,1013,0.2%,No
HIP1R,4,4,1013,0.4%,No
BRSK2,2,2,1013,0.2%,No
CYP2U1,4,4,1013,0.4%,No
TMEM215,2,2,1013,0.2%,No
SOCS3,1,1,1013,<0.1%,Yes
CLIC3,1,1,1013,<0.1%,No
HACD4,1,1,1013,<0.1%,No
SLC7A3,2,2,1013,0.2%,No
SPPL2A,8,8,1013,0.8%,No
ZDHHC12,1,1,1013,<0.1%,No
C1ORF198,3,3,1013,0.3%,No
GPR101,1,1,1013,<0.1%,No
RPUSD4,2,2,1013,0.2%,No
MFRP,2,2,1013,0.2%,No
AIFM2,5,5,1013,0.5%,No
TAAR8,5,4,1013,0.4%,No
SEMA5A,15,13,1013,1.3%,No
CCRL2,3,3,1013,0.3%,No
TAAR5,1,1,1013,<0.1%,No
UBA3,2,2,1013,0.2%,No
TM4SF5,1,1,1013,<0.1%,No
PKD2L1,13,13,1013,1.3%,No
CHST9,2,2,1013,0.2%,No
BAZ1B,10,9,1013,0.9%,No
ZBTB45,4,4,1013,0.4%,No
RTBDN,1,1,1013,<0.1%,No
UCK1,1,1,1013,<0.1%,No
COG3,2,2,1013,0.2%,No
MFSD2A,1,1,1013,<0.1%,No
ZNF514,2,2,1013,0.2%,No
ADGRG7,4,4,1013,0.4%,No
DNAL1,1,1,1013,<0.1%,No
PARP10,5,5,1013,0.5%,No
RSPO3,3,2,1013,0.2%,Yes
FAM110A,2,1,1013,<0.1%,No
ZC3H10,3,3,1013,0.3%,No
AGBL4,2,2,1013,0.2%,No
RPL14,1,1,1013,<0.1%,No
DOK2,4,4,1013,0.4%,No
GPRASP2,3,3,1013,0.3%,No
AIP,2,2,1013,0.2%,No
UBE2M,1,1,1013,<0.1%,No
PTF1A,3,3,1013,0.3%,No
SAMD12,4,4,1013,0.4%,No
SPAG9,7,6,1013,0.6%,No
BTAF1,4,4,1013,0.4%,No
SLC4A10,5,5,1013,0.5%,No
SLC6A19,4,2,1013,0.2%,No
SYT10,6,6,1013,0.6%,No
SLC13A2,2,2,1013,0.2%,No
SLC7A7,1,1,1013,<0.1%,No
SLC7A6,3,3,1013,0.3%,No
OVCH1,8,7,1013,0.7%,No
PSTPIP2,2,2,1013,0.2%,No
PSTPIP1,3,3,1013,0.3%,No
NFS1,1,1,1013,<0.1%,No
PRC1,1,1,1013,<0.1%,No
MAP7,4,4,1013,0.4%,No
TMTC4,4,3,1013,0.3%,No
ATAD1,1,1,1013,<0.1%,No
INO80E,1,1,1013,<0.1%,No
MIGA2,3,3,1013,0.3%,No
C16ORF54,3,3,1013,0.3%,No
TBRG1,1,1,1013,<0.1%,No
ZSCAN10,8,8,1013,0.8%,No
LINGO1,7,6,1013,0.6%,No
FBH1,5,5,1013,0.5%,No
ADO,3,3,1013,0.3%,No
CLDN12,1,1,1013,<0.1%,No
PAPSS1,1,1,1013,<0.1%,No
CIBAR2,2,2,1013,0.2%,No
PAPSS2,3,3,1013,0.3%,No
HELT,1,1,1013,<0.1%,No
SYT7,2,2,1013,0.2%,No
PIAS2,1,1,1013,<0.1%,No
MAP3K6,8,8,1013,0.8%,Yes
ARPP21,14,14,1013,1.4%,No
CMTM1,2,2,1013,0.2%,No
ANKRD34B,4,4,1013,0.4%,No
ZBTB6,1,1,1013,<0.1%,No
POP4,1,1,1013,<0.1%,No
LDB2,4,4,1013,0.4%,No
CLDN8,1,1,1013,<0.1%,No
ASH2L,3,3,1013,0.3%,No
CLDN10,2,2,1013,0.2%,No
DIRAS3,4,4,1013,0.4%,No
CLDN6,2,2,1013,0.2%,No
CLDN2,1,1,1013,<0.1%,No
IQGAP2,5,5,1013,0.5%,No
ZNF234,5,5,1013,0.5%,No
NEK6,2,2,1013,0.2%,No
ZNF274,5,5,1013,0.5%,No
WDR4,2,2,1013,0.2%,No
NCKAP1,3,3,1013,0.3%,No
SLC17A3,4,4,1013,0.4%,No
HELQ,7,7,1013,0.7%,No
RAB43,1,1,1013,<0.1%,No
JMJD8,1,1,1013,<0.1%,No
LIN28B,1,1,1013,<0.1%,No
PKMYT1,4,4,1013,0.4%,No
LRRC34,4,4,1013,0.4%,No
S100A14,1,1,1013,<0.1%,No
GIPC1,1,1,1013,<0.1%,No
TRAF3IP2,5,5,1013,0.5%,No
CYP20A1,2,2,1013,0.2%,No
SPC25,1,1,1013,<0.1%,No
KLHDC9,1,1,1013,<0.1%,No
CLDN9,3,3,1013,0.3%,No
DNAI3,4,4,1013,0.4%,No
CHL1,15,15,1013,1.5%,No
ABHD6,2,2,1013,0.2%,No
NMRAL1,2,2,1013,0.2%,No
LRTM1,4,4,1013,0.4%,No
CAPN9,1,1,1013,<0.1%,No
MIF4GD,3,3,1013,0.3%,No
TBX19,2,2,1013,0.2%,No
SART1,1,1,1013,<0.1%,No
DNAJA3,2,2,1013,0.2%,No
USP6,9,7,1013,0.7%,Yes
USP2,4,4,1013,0.4%,No
TBX18,9,9,1013,0.9%,No
USP14,6,4,1013,0.4%,No
SLAMF6,1,1,1013,<0.1%,No
HBS1L,1,1,1013,<0.1%,No
TOB2,3,3,1013,0.3%,No
RHBDD2,2,2,1013,0.2%,No
PLK2,2,2,1013,0.2%,Yes
C3ORF14,1,1,1013,<0.1%,No
CPNE9,7,7,1013,0.7%,No
AHCYL1,3,2,1013,0.2%,No
PIGQ,9,9,1013,0.9%,No
SCYL1,5,3,1013,0.3%,No
GFRAL,1,1,1013,<0.1%,No
NES,7,7,1013,0.7%,No
NUP50,3,3,1013,0.3%,No
WDR18,2,2,1013,0.2%,No
KDM5B,6,6,1013,0.6%,No
SLC24A3,3,3,1013,0.3%,No
OR4K2,3,3,1013,0.3%,No
PRSS53,1,1,1013,<0.1%,No
OR4K17,3,3,1013,0.3%,No
TRPT1,2,2,1013,0.2%,No
OR4N5,1,1,1013,<0.1%,No
FERMT3,3,2,1013,0.2%,No
STAG3,4,4,1013,0.4%,No
PLK4,5,4,1013,0.4%,No
OR6C4,1,1,1013,<0.1%,No
SIX2,2,2,1013,0.2%,No
NRIP2,3,3,1013,0.3%,No
STAG2,2,2,1013,0.2%,Yes
OR6C2,2,2,1013,0.2%,No
RFPL3,4,3,1013,0.3%,No
RFPL2,1,1,1013,<0.1%,No
IYD,1,1,1013,<0.1%,No
LRRC10,2,2,1013,0.2%,No
YME1L1,4,3,1013,0.3%,No
TCFL5,2,2,1013,0.2%,No
OR13C4,1,1,1013,<0.1%,No
OR13F1,4,4,1013,0.4%,No
OR13C8,3,3,1013,0.3%,No
OR13C3,1,1,1013,<0.1%,No
POLN,4,4,1013,0.4%,No
PAQR4,5,5,1013,0.5%,No
SAMD5,1,1,1013,<0.1%,No
RNASE9,1,1,1013,<0.1%,No
C1QTNF1,1,1,1013,<0.1%,No
C1QTNF2,2,2,1013,0.2%,No
OR5AU1,1,1,1013,<0.1%,No
C1QTNF3,1,1,1013,<0.1%,No
PHTF1,4,4,1013,0.4%,No
PCDHGB1,9,8,1013,0.8%,No
PCDHGA11,6,5,1013,0.5%,No
JAM3,2,2,1013,0.2%,No
MASP2,3,3,1013,0.3%,No
PCDHGA10,9,9,1013,0.9%,No
MAP3K2,3,3,1013,0.3%,No
PCDHGA9,6,6,1013,0.6%,No
ANKRD33,3,3,1013,0.3%,No
KIF1C,9,8,1013,0.8%,No
PCDHGB6,9,9,1013,0.9%,No
PCDHGB3,6,6,1013,0.6%,No
PCDHGB2,9,8,1013,0.8%,No
RBBP9,2,2,1013,0.2%,No
PCDHGA7,9,9,1013,0.9%,No
PCDHGA6,7,7,1013,0.7%,No
RAI1,12,11,1013,1.1%,No
RAI2,1,1,1013,<0.1%,No
OSBPL10,9,9,1013,0.9%,No
OSBPL11,5,5,1013,0.5%,No
H2AC21,4,4,1013,0.4%,No
PCDHGA5,2,2,1013,0.2%,No
INHBE,1,1,1013,<0.1%,No
ENTREP3,4,4,1013,0.4%,No
NDRG3,3,3,1013,0.3%,No
ATG10,4,4,1013,0.4%,No
NDRG2,1,1,1013,<0.1%,No
POLD3,2,2,1013,0.2%,No
BIRC6,17,17,1013,1.7%,No
USP39,2,2,1013,0.2%,No
PLEKHG5,10,10,1013,1.0%,No
TBR1,5,5,1013,0.5%,No
PCDHGA4,2,2,1013,0.2%,No
PCDHGA3,10,9,1013,0.9%,No
NRG3,12,12,1013,1.2%,No
PCDHGA2,10,10,1013,1.0%,No
RIOK1,3,3,1013,0.3%,No
AP4B1,8,8,1013,0.8%,No
PCDHGA1,10,7,1013,0.7%,No
DDX51,2,2,1013,0.2%,No
PCDHB15,10,9,1013,0.9%,No
OSBPL1A,2,2,1013,0.2%,No
ESPN,4,4,1013,0.4%,No
OSBPL5,6,6,1013,0.6%,No
SLC12A7,10,10,1013,1.0%,No
PCDHB10,4,4,1013,0.4%,No
TLCD3B,3,3,1013,0.3%,No
PCDHB9,1,1,1013,<0.1%,No
TMCC3,3,2,1013,0.2%,No
OR4N2,7,7,1013,0.7%,No
NFAT5,5,3,1013,0.3%,No
PCDHB8,8,8,1013,0.8%,No
GATAD2B,3,3,1013,0.3%,No
OGA,2,2,1013,0.2%,No
PCDHB7,13,13,1013,1.3%,No
PCDHB14,8,8,1013,0.8%,No
DSCAML1,12,12,1013,1.2%,No
OSBPL6,2,2,1013,0.2%,No
CCDC9B,1,1,1013,<0.1%,No
NUDC,2,2,1013,0.2%,No
PCDHB13,5,4,1013,0.4%,No
OSBPL7,6,6,1013,0.6%,No
PCDHB12,11,11,1013,1.1%,No
REXO1,1,1,1013,<0.1%,No
OSBPL8,3,3,1013,0.3%,No
PCDHB11,7,7,1013,0.7%,No
KIAA1143,1,1,1013,<0.1%,No
OSBPL9,1,1,1013,<0.1%,No
POLQ,8,8,1013,0.8%,Yes
UGT2B11,6,6,1013,0.6%,No
KLF14,2,2,1013,0.2%,No
GPR139,1,1,1013,<0.1%,No
DHRS4L2,5,5,1013,0.5%,No
BTLA,2,2,1013,0.2%,Yes
CCDC80,14,13,1013,1.3%,No
ZNF555,5,5,1013,0.5%,No
C14ORF39,2,2,1013,0.2%,No
DIRAS1,1,1,1013,<0.1%,No
LCE4A,1,1,1013,<0.1%,No
INSYN1,3,3,1013,0.3%,No
ZNF569,2,2,1013,0.2%,No
ZNF570,5,4,1013,0.4%,No
ZC3H18,9,8,1013,0.8%,No
SMYD1,2,2,1013,0.2%,No
C7ORF57,3,3,1013,0.3%,No
CNST,5,5,1013,0.5%,No
H2AC1,1,1,1013,<0.1%,No
PRR25,2,2,1013,0.2%,No
CASC3,4,4,1013,0.4%,No
NID2,13,13,1013,1.3%,No
COG2,2,2,1013,0.2%,No
TFEC,2,2,1013,0.2%,No
LAMB4,12,11,1013,1.1%,No
VN1R4,2,2,1013,0.2%,No
OR1N1,1,1,1013,<0.1%,No
OR1L8,1,1,1013,<0.1%,No
RSPH10B,2,2,1013,0.2%,No
USP12,4,4,1013,0.4%,No
ZNF681,15,10,1013,1.0%,No
KLHL10,6,4,1013,0.4%,No
ZNF714,9,8,1013,0.8%,No
RPP40,2,2,1013,0.2%,No
VAMP5,2,2,1013,0.2%,No
PRSS37,1,1,1013,<0.1%,No
ZNF460,4,3,1013,0.3%,No
ZNF273,8,7,1013,0.7%,No
ZNF268,4,4,1013,0.4%,No
OR5I1,3,3,1013,0.3%,No
MTHFD2,2,2,1013,0.2%,No
SLC16A11,3,3,1013,0.3%,No
FBXO39,7,7,1013,0.7%,No
TRPV3,8,7,1013,0.7%,No
VN1R2,5,4,1013,0.4%,No
OAF,1,1,1013,<0.1%,No
KDM1B,1,1,1013,<0.1%,No
ATP8B3,8,7,1013,0.7%,No
DPPA2,4,4,1013,0.4%,No
PKHD1L1,34,32,1013,3.2%,No
PCDHGC5,7,6,1013,0.6%,No
PCDHGC4,5,5,1013,0.5%,No
PCDHGB7,6,6,1013,0.6%,No
NT5C1B,3,3,1013,0.3%,No
RNF182,1,1,1013,<0.1%,No
TIGD3,5,5,1013,0.5%,No
NUDT7,2,2,1013,0.2%,No
NATD1,2,2,1013,0.2%,No
PHACTR1,8,8,1013,0.8%,No
OR5AC2,3,2,1013,0.2%,No
NIBAN3,5,5,1013,0.5%,No
CCDC110,6,6,1013,0.6%,No
RHBDL3,5,5,1013,0.5%,No
UBR1,7,7,1013,0.7%,No
CLEC14A,6,6,1013,0.6%,No
FAM181B,3,3,1013,0.3%,No
ZNF626,8,7,1013,0.7%,No
ANKS4B,1,1,1013,<0.1%,No
PGBD3,3,3,1013,0.3%,No
CALHM1,3,3,1013,0.3%,No
TMEM92,2,2,1013,0.2%,No
THAP8,1,1,1013,<0.1%,No
EML3,10,10,1013,1.0%,No
SASS6,2,2,1013,0.2%,No
KANK4,9,9,1013,0.9%,No
GK5,2,2,1013,0.2%,No
UQCC4,1,1,1013,<0.1%,No
PGBD2,8,7,1013,0.7%,No
TEKT4,5,5,1013,0.5%,No
DMKN,4,4,1013,0.4%,No
NHLRC4,1,1,1013,<0.1%,No
LMNTD2,1,1,1013,<0.1%,No
GGN,2,2,1013,0.2%,No
TMEM229B,2,2,1013,0.2%,No
GARIN2,2,2,1013,0.2%,No
ZNF98,5,5,1013,0.5%,No
CADM4,4,4,1013,0.4%,No
USP10,1,1,1013,<0.1%,No
USP8,5,5,1013,0.5%,Yes
MTMR6,6,6,1013,0.6%,No
UBASH3B,5,5,1013,0.5%,No
SYTL1,3,3,1013,0.3%,No
SERPINA11,3,3,1013,0.3%,No
IGSF21,5,5,1013,0.5%,No
TTYH1,3,3,1013,0.3%,No
ZMIZ2,5,5,1013,0.5%,No
C19ORF12,1,1,1013,<0.1%,No
LSM10,1,1,1013,<0.1%,No
ZNF304,1,1,1013,<0.1%,No
AJUBA,2,2,1013,0.2%,Yes
FBXL20,2,2,1013,0.2%,No
CBARP,6,6,1013,0.6%,No
CCDC183,7,7,1013,0.7%,No
LATS1,5,5,1013,0.5%,Yes
NMI,3,3,1013,0.3%,No
MTA1,7,7,1013,0.7%,No
INA,3,3,1013,0.3%,No
FAM166A,3,3,1013,0.3%,No
LINC02908,5,5,1013,0.5%,No
LCNL1,2,2,1013,0.2%,No
TIGD5,5,4,1013,0.4%,No
MTMR4,9,8,1013,0.8%,No
SERAC1,1,1,1013,<0.1%,No
NUDCD1,5,5,1013,0.5%,No
MPND,1,1,1013,<0.1%,No
TNS4,6,6,1013,0.6%,No
PRPF38A,1,1,1013,<0.1%,No
CGNL1,8,8,1013,0.8%,No
MTMR7,3,3,1013,0.3%,No
CNOT9,3,3,1013,0.3%,No
SLC16A4,3,3,1013,0.3%,No
SLC16A3,3,3,1013,0.3%,No
PRPF4,5,5,1013,0.5%,No
PRPF3,4,4,1013,0.4%,No
SMC3,3,3,1013,0.3%,Yes
TMEM86B,2,2,1013,0.2%,No
BARX1,2,2,1013,0.2%,No
WDR38,1,1,1013,<0.1%,No
SLC16A6,4,4,1013,0.4%,No
SLC16A5,3,3,1013,0.3%,No
GJD2,3,2,1013,0.2%,No
PPP1R16A,4,4,1013,0.4%,No
TEKT1,3,3,1013,0.3%,No
TSEN54,3,3,1013,0.3%,No
SNX30,2,2,1013,0.2%,No
PDGFC,2,2,1013,0.2%,No
ARHGAP19,2,1,1013,<0.1%,No
FADS6,2,2,1013,0.2%,No
FAM83A,3,3,1013,0.3%,No
KRT75,6,6,1013,0.6%,No
RABEP1,4,4,1013,0.4%,Yes
RRP9,2,2,1013,0.2%,No
CCNB2,2,2,1013,0.2%,No
CCNE2,2,2,1013,0.2%,No
CBFA2T2,5,5,1013,0.5%,No
ARHGEF1,10,10,1013,1.0%,No
CENPP,4,4,1013,0.4%,No
AIFM1,1,1,1013,<0.1%,No
TEX101,2,2,1013,0.2%,No
KCNQ4,3,3,1013,0.3%,No
TOX2,5,3,1013,0.3%,No
SCML4,4,4,1013,0.4%,No
FAM50A,2,2,1013,0.2%,No
DISP1,7,7,1013,0.7%,No
FRMD5,6,6,1013,0.6%,No
SELENOO,2,2,1013,0.2%,No
FAM107B,1,1,1013,<0.1%,No
MFSD5,4,4,1013,0.4%,No
AICDA,1,1,1013,<0.1%,No
CCDC3,7,6,1013,0.6%,No
ATG4D,3,3,1013,0.3%,No
C1ORF94,7,7,1013,0.7%,No
HGS,6,6,1013,0.6%,No
SMYD4,2,2,1013,0.2%,No
NEURL1,5,4,1013,0.4%,No
DYRK1B,4,4,1013,0.4%,No
ZBED9,1,1,1013,<0.1%,No
RHPN1,1,1,1013,<0.1%,No
SYNGR3,2,2,1013,0.2%,No
MRS2,2,2,1013,0.2%,No
LENG8,12,9,1013,0.9%,No
ATG12,1,1,1013,<0.1%,No
RHOJ,3,3,1013,0.3%,No
PNMA5,4,4,1013,0.4%,No
PDCD5,1,1,1013,<0.1%,No
PWWP2A,4,4,1013,0.4%,No
DPPA5,2,2,1013,0.2%,No
SORCS1,21,20,1013,2.0%,No
FIBP,1,1,1013,<0.1%,No
EXO1,1,1,1013,<0.1%,No
PCSK7,1,1,1013,<0.1%,Yes
LGALS9C,1,1,1013,<0.1%,No
CLK4,1,1,1013,<0.1%,No
SLC28A2,1,1,1013,<0.1%,No
SLC28A1,6,6,1013,0.6%,No
SLC6A5,16,14,1013,1.4%,No
KLHL4,6,6,1013,0.6%,No
SESN2,4,4,1013,0.4%,Yes
PARP9,3,3,1013,0.3%,No
TLN2,15,15,1013,1.5%,No
RBM17,2,2,1013,0.2%,No
MYLK4,4,4,1013,0.4%,No
UBL7,2,2,1013,0.2%,No
RNF157,4,4,1013,0.4%,No
GALNT13,2,2,1013,0.2%,No
EBAG9,3,3,1013,0.3%,No
ZC3H12D,4,4,1013,0.4%,No
CCDC85A,10,10,1013,1.0%,No
TMEM200A,4,4,1013,0.4%,No
DGKI,14,14,1013,1.4%,No
B3GNT7,3,3,1013,0.3%,No
MYSM1,2,2,1013,0.2%,No
SLC25A32,2,2,1013,0.2%,No
SLC4A9,2,2,1013,0.2%,No
COLEC12,6,6,1013,0.6%,No
TRAPPC9,4,4,1013,0.4%,No
SH3BGRL2,1,1,1013,<0.1%,No
CLPTM1L,3,2,1013,0.2%,No
CALN1,1,1,1013,<0.1%,No
C14ORF180,1,1,1013,<0.1%,No
ZBP1,2,2,1013,0.2%,No
SLC2A10,6,6,1013,0.6%,No
CD99L2,1,1,1013,<0.1%,No
KCNH6,5,5,1013,0.5%,No
SLC35D3,1,1,1013,<0.1%,No
CRISPLD1,2,2,1013,0.2%,No
AP4M1,6,5,1013,0.5%,No
HTR3B,1,1,1013,<0.1%,No
MYOM2,7,5,1013,0.5%,No
LPAR2,1,1,1013,<0.1%,No
MAP3K13,6,6,1013,0.6%,Yes
IL1RL1,6,6,1013,0.6%,No
TUBB1,5,5,1013,0.5%,No
WNT5B,5,4,1013,0.4%,No
GJA9,4,4,1013,0.4%,No
MLXIP,1,1,1013,<0.1%,No
SGCZ,1,1,1013,<0.1%,No
FAM166B,1,1,1013,<0.1%,No
DDX21,2,2,1013,0.2%,No
MON1B,4,4,1013,0.4%,No
ZBED1,3,2,1013,0.2%,No
RASSF9,2,2,1013,0.2%,No
ZW10,3,3,1013,0.3%,No
OSMR,5,5,1013,0.5%,No
NLGN1,5,5,1013,0.5%,No
ARHGEF2,9,8,1013,0.8%,No
SEC31A,9,8,1013,0.8%,Yes
DZIP1,4,3,1013,0.3%,No
SLC24A1,4,4,1013,0.4%,No
PLEKHA6,10,10,1013,1.0%,No
BUB3,3,3,1013,0.3%,No
ENPP4,7,7,1013,0.7%,No
REPS2,1,1,1013,<0.1%,No
INPP5F,4,4,1013,0.4%,No
JTB,3,3,1013,0.3%,No
CFAP92,2,2,1013,0.2%,No
NLGN4X,9,8,1013,0.8%,No
MTA3,1,1,1013,<0.1%,No
CLDND2,1,1,1013,<0.1%,No
PPARGC1A,5,5,1013,0.5%,No
MTUS1,4,4,1013,0.4%,No
RAB10,1,1,1013,<0.1%,No
MMP24,4,4,1013,0.4%,No
MALT1,4,4,1013,0.4%,Yes
ADHFE1,3,3,1013,0.3%,Yes
AARS2,8,7,1013,0.7%,No
LYVE1,1,1,1013,<0.1%,No
MAVS,3,3,1013,0.3%,No
YIF1A,1,1,1013,<0.1%,No
ZNF608,5,5,1013,0.5%,No
INTS2,5,5,1013,0.5%,No
UBOX5,1,1,1013,<0.1%,No
KHDC4,3,3,1013,0.3%,No
MORC2,2,2,1013,0.2%,No
MSI2,5,5,1013,0.5%,Yes
SLC16A7,5,5,1013,0.5%,No
ANKRD6,5,5,1013,0.5%,No
ZHX2,9,8,1013,0.8%,No
CLSTN1,6,6,1013,0.6%,No
SLC33A1,1,1,1013,<0.1%,No
WDR37,4,4,1013,0.4%,No
ABLIM3,2,2,1013,0.2%,No
KCNAB3,3,3,1013,0.3%,No
GPR158,18,18,1013,1.8%,No
CASKIN2,6,4,1013,0.4%,No
OR4D2,1,1,1013,<0.1%,No
ARHGAP31,9,9,1013,0.9%,No
C15ORF40,2,2,1013,0.2%,No
HSF5,3,3,1013,0.3%,No
SERINC1,2,2,1013,0.2%,No
CIART,3,3,1013,0.3%,No
XPO5,5,5,1013,0.5%,No
COG6,1,1,1013,<0.1%,No
LINC02914,1,1,1013,<0.1%,No
CHSY1,4,4,1013,0.4%,No
DTX2,4,4,1013,0.4%,No
CD109,6,6,1013,0.6%,No
TBC1D21,1,1,1013,<0.1%,No
CILK1,2,2,1013,0.2%,Yes
ADGRL1,8,8,1013,0.8%,No
UBXN2B,1,1,1013,<0.1%,No
ADNP2,5,5,1013,0.5%,No
ANKRD26,9,6,1013,0.6%,No
LMTK2,16,15,1013,1.5%,No
NTNG1,3,3,1013,0.3%,No
NYNRIN,17,16,1013,1.6%,No
EDDM3A,2,2,1013,0.2%,No
CASKIN1,6,6,1013,0.6%,No
CFHR3,3,3,1013,0.3%,No
PCDH19,6,6,1013,0.6%,No
HECW2,8,8,1013,0.8%,No
TLCD4,2,2,1013,0.2%,No
RPTOR,8,8,1013,0.8%,Yes
SRGAP1,7,7,1013,0.7%,No
CD300C,1,1,1013,<0.1%,No
HCST,1,1,1013,<0.1%,No
ME3,7,7,1013,0.7%,No
KCTD16,7,7,1013,0.7%,No
FGL2,3,3,1013,0.3%,No
RTL9,8,8,1013,0.8%,No
NMU,3,3,1013,0.3%,No
CNKSR2,2,2,1013,0.2%,No
FASTKD2,4,4,1013,0.4%,No
ZNF510,3,3,1013,0.3%,No
CFAP161,3,3,1013,0.3%,No
NLRP1,8,8,1013,0.8%,No
FNDC3A,7,6,1013,0.6%,No
R3HDM2,5,5,1013,0.5%,No
SLITRK3,17,16,1013,1.6%,No
GPR83,5,5,1013,0.5%,No
LMOD3,2,2,1013,0.2%,No
MIB1,3,3,1013,0.3%,Yes
PROKR1,8,8,1013,0.8%,No
ELAPOR1,9,6,1013,0.6%,No
KIAA1328,4,4,1013,0.4%,No
SORCS2,7,7,1013,0.7%,No
CGN,12,11,1013,1.1%,No
FAM117B,1,1,1013,<0.1%,No
HACE1,5,5,1013,0.5%,No
C14ORF178,3,3,1013,0.3%,No
NUFIP2,3,3,1013,0.3%,No
TMED8,1,1,1013,<0.1%,No
TBC1D14,4,4,1013,0.4%,No
ACTL7B,7,7,1013,0.7%,No
C1QL1,1,1,1013,<0.1%,No
ACTL7A,1,1,1013,<0.1%,No
MRPS30,4,3,1013,0.3%,No
ALPK3,10,10,1013,1.0%,No
WDR35,3,3,1013,0.3%,No
NPFFR2,2,2,1013,0.2%,No
WDR3,5,5,1013,0.5%,No
ZNF652,6,6,1013,0.6%,No
ZFP30,3,3,1013,0.3%,No
RHOBTB3,5,4,1013,0.4%,No
COBLL1,1,1,1013,<0.1%,No
RNF44,1,1,1013,<0.1%,No
DLGAP4,5,5,1013,0.5%,No
MTFMT,1,1,1013,<0.1%,No
DISP3,16,15,1013,1.5%,No
CEP162,5,5,1013,0.5%,No
USH1G,3,3,1013,0.3%,No
HPSE,5,3,1013,0.3%,No
CC2D2A,4,4,1013,0.4%,No
PDP2,1,1,1013,<0.1%,No
ZNF624,4,4,1013,0.4%,No
RUVBL2,2,2,1013,0.2%,No
LILRB1,11,11,1013,1.1%,No
ZNF398,8,8,1013,0.8%,No
CYP46A1,1,1,1013,<0.1%,No
LCE1B,3,3,1013,0.3%,No
TXNDC16,3,3,1013,0.3%,No
LCE1A,2,2,1013,0.2%,No
IGSF9,8,7,1013,0.7%,No
FRMPD1,13,12,1013,1.2%,No
TMEM71,4,4,1013,0.4%,No
DOLK,2,2,1013,0.2%,No
VASH1,3,3,1013,0.3%,No
ZNF507,6,6,1013,0.6%,No
AAK1,7,7,1013,0.7%,No
CPEB3,1,1,1013,<0.1%,No
LCE1D,2,2,1013,0.2%,No
LCE1C,4,4,1013,0.4%,No
TAOK1,5,4,1013,0.4%,No
CANT1,1,1,1013,<0.1%,Yes
LCE1E,3,3,1013,0.3%,No
RAB11FIP2,6,6,1013,0.6%,No
PPM1E,1,1,1013,<0.1%,No
LCE2A,3,3,1013,0.3%,No
SEMA6A,14,13,1013,1.3%,No
ARID5A,5,5,1013,0.5%,Yes
USP20,3,3,1013,0.3%,No
USP35,6,6,1013,0.6%,No
TSPAN9,1,1,1013,<0.1%,No
STAMBPL1,2,2,1013,0.2%,No
NCEH1,3,3,1013,0.3%,No
LCE2D,4,4,1013,0.4%,No
USP19,6,5,1013,0.5%,No
MICAL3,13,12,1013,1.2%,No
LCE2C,5,5,1013,0.5%,No
LRRC7,9,8,1013,0.8%,No
LCE3B,2,2,1013,0.2%,No
NLGN2,4,4,1013,0.4%,No
XKR7,5,5,1013,0.5%,No
SLC26A1,6,5,1013,0.5%,No
SLC22A7,4,4,1013,0.4%,No
ADAM28,3,3,1013,0.3%,No
ZNF862,5,5,1013,0.5%,No
LCE3E,1,1,1013,<0.1%,No
IFT80,4,4,1013,0.4%,No
LCE3C,1,1,1013,<0.1%,No
ARRDC3,1,1,1013,<0.1%,No
CEP126,7,7,1013,0.7%,No
TBC1D26,1,1,1013,<0.1%,No
SYT15,6,4,1013,0.4%,No
ZNF319,5,4,1013,0.4%,No
SIPA1L2,12,11,1013,1.1%,No
ANGPTL6,2,2,1013,0.2%,No
ARHGAP20,8,8,1013,0.8%,No
TMTC1,3,3,1013,0.3%,No
KLHL8,1,1,1013,<0.1%,No
SYT16,8,8,1013,0.8%,No
ESYT3,4,3,1013,0.3%,No
KLHL14,1,1,1013,<0.1%,No
ROPN1L,2,2,1013,0.2%,No
ZNF275,1,1,1013,<0.1%,No
SETDB2,1,1,1013,<0.1%,Yes
SLC38A10,8,8,1013,0.8%,No
MRAS,2,2,1013,0.2%,No
ATF5,2,2,1013,0.2%,No
MTF2,1,1,1013,<0.1%,No
HSPA4L,4,4,1013,0.4%,No
PUF60,5,5,1013,0.5%,No
SNX18,5,5,1013,0.5%,No
CARNS1,1,1,1013,<0.1%,No
SUSD2,11,10,1013,1.0%,No
DOCK6,15,15,1013,1.5%,No
ZNF253,18,10,1013,1.0%,No
ZNF471,4,4,1013,0.4%,No
RASA3,3,3,1013,0.3%,No
TUBGCP2,6,5,1013,0.5%,No
