Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"FCGR3B","Fc Gamma Receptor IIIb","Protein Coding","50","GC01M161623","5.5635666847229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3B"
"LINC01511","Long Intergenic Non-Protein Coding RNA 1511","RNA Gene","16","GC05M001365","5.56260347366333","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01511"
"RIT1","Ras Like Without CAAX 1","Protein Coding","53","GC01M155897","5.55495357513428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIT1"
"EPGN","Epithelial Mitogen","Protein Coding","42","GC04P074309","5.55443286895752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPGN"
"MIR874","MicroRNA 874","RNA Gene","21","GC05M137647","5.55324077606201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR874"
"POTEA","POTE Ankyrin Domain Family Member A","Protein Coding","33","GC08P043953","5.55284118652344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POTEA"
"LNCARSR","LncRNA Regulator Of Akt Signaling Associated With HCC And RCC","RNA Gene","17","GC09M079507","5.54859495162964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNCARSR"
"ZBTB7A","Zinc Finger And BTB Domain Containing 7A","Protein Coding","44","GC19M008428","5.5475435256958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB7A"
"DRD2","Dopamine Receptor D2","Protein Coding","56","GC11M113409","5.54708480834961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD2"
"CYP3A7","Cytochrome P450 Family 3 Subfamily A Member 7","Protein Coding","47","GC07M099705","5.54494619369507","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A7"
"LRPAP1","LDL Receptor Related Protein Associated Protein 1","Protein Coding","50","GC04M003508","5.54491758346558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRPAP1"
"ADRA1B","Adrenoceptor Alpha 1B","Protein Coding","53","GC05P159867","5.54299116134644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1B"
"RPS3","Ribosomal Protein S3","Protein Coding","50","GC11P078983","5.54291820526123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3"
"F7","Coagulation Factor VII","Protein Coding","55","GC13P113105","5.54161643981934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F7"
"UBB","Ubiquitin B","Protein Coding","51","GC17P016380","5.54092931747437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBB"
"CKMT1A","Creatine Kinase, Mitochondrial 1A","Protein Coding","40","GC15P050822","5.53835773468018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKMT1A"
"CHD7","Chromodomain Helicase DNA Binding Protein 7","Protein Coding","53","GC08P060678","5.53779268264771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD7"
"DLST","Dihydrolipoamide S-Succinyltransferase","Protein Coding","53","GC14P074881","5.53719997406006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLST"
"SLC35C1","Solute Carrier Family 35 Member C1","Protein Coding","47","GC11P046770","5.53671550750732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35C1"
"CIC","Capicua Transcriptional Repressor","Protein Coding","50","GC19P042268","5.53555679321289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIC"
"SLC6A3","Solute Carrier Family 6 Member 3","Protein Coding","57","GC05M001392","5.5354323387146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A3"
"SV2B","Synaptic Vesicle Glycoprotein 2B","Protein Coding","46","GC15P091099","5.53501844406128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SV2B"
"TOP2B","DNA Topoisomerase II Beta","Protein Coding","52","GC03M025598","5.53453922271729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP2B"
"ZNF276","Zinc Finger Protein 276","Protein Coding","43","GC16P089720","5.53425645828247","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF276"
"ENTPD3","Ectonucleoside Triphosphate Diphosphohydrolase 3","Protein Coding","51","GC03P040403","5.53032922744751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTPD3"
"CR2","Complement C3d Receptor 2","Protein Coding","53","GC01P207454","5.52878665924072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CR2"
"C3AR1","Complement C3a Receptor 1","Protein Coding","50","GC12M008363","5.52838134765625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3AR1"
"TBC1D2","TBC1 Domain Family Member 2","Protein Coding","44","GC09M098198","5.52826929092407","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D2"
"RNF146","Ring Finger Protein 146","Protein Coding","44","GC06P127266","5.52580785751343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF146"
"BANF1","BAF Nuclear Assembly Factor 1","Protein Coding","49","GC11P066002","5.5245246887207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANF1"
"PRKCZ-AS1","PRKCZ Antisense RNA 1","RNA Gene","17","GC01M009190","5.51895952224731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCZ-AS1"
"TNRC6B","Trinucleotide Repeat Containing Adaptor 6B","Protein Coding","46","GC22P040044","5.51700687408447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNRC6B"
"LRRC26","Leucine Rich Repeat Containing 26","Protein Coding","41","GC09M138095","5.51599979400635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC26"
"POTEB","POTE Ankyrin Domain Family Member B","Protein Coding","29","GC15M021846","5.51079177856445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POTEB"
"CKAP5","Cytoskeleton Associated Protein 5","Protein Coding","46","GC11M105724","5.5105996131897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKAP5"
"PURA","Purine Rich Element Binding Protein A","Protein Coding","51","GC05P140076","5.50547313690186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PURA"
"CX3CL1","C-X3-C Motif Chemokine Ligand 1","Protein Coding","51","GC16P057372","5.50535202026367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CL1"
"TACC2","Transforming Acidic Coiled-Coil Containing Protein 2","Protein Coding","43","GC10P121989","5.50415754318237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACC2"
"FLG","Filaggrin","Protein Coding","49","GC01M154231","5.49867153167725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLG"
"P2RY1","Purinergic Receptor P2Y1","Protein Coding","53","GC03P152835","5.4926643371582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY1"
"PAPPA","Pappalysin 1","Protein Coding","50","GC09P120271","5.4920015335083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPPA"
"MAGED1","MAGE Family Member D1","Protein Coding","48","GC0XP051803","5.48886108398438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGED1"
"FOXR2","Forkhead Box R2","Protein Coding","36","GC0XP055623","5.48133659362793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXR2"
"TTLL12","Tubulin Tyrosine Ligase Like 12","Protein Coding","44","GC22M065988","5.48074722290039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTLL12"
"NTF4","Neurotrophin 4","Protein Coding","53","GC19M076879","5.4806432723999","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTF4"
"KDM5A","Lysine Demethylase 5A","Protein Coding","50","GC12M000280","5.47545051574707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5A"
"PYGO2","Pygopus Family PHD Finger 2","Protein Coding","44","GC01M154957","5.47497463226318","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGO2"
"SENP1","SUMO Specific Peptidase 1","Protein Coding","51","GC12M048042","5.47439527511597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP1"
"LZTS2","Leucine Zipper Tumor Suppressor 2","Protein Coding","44","GC10P100996","5.47345876693726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTS2"
"SNORD43","Small Nucleolar RNA, C/D Box 43","RNA Gene","18","GC22M067678","5.47284936904907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD43"
"HOXD13","Homeobox D13","Protein Coding","48","GC02P176092","5.47016334533691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXD13"
"ACTR2","Actin Related Protein 2","Protein Coding","50","GC02P065227","5.46762084960938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR2"
"PYCR1","Pyrroline-5-Carboxylate Reductase 1","Protein Coding","52","GC17M081932","5.4670729637146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCR1"
"GSR","Glutathione-Disulfide Reductase","Protein Coding","56","GC08M030678","5.46673154830933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSR"
"H2AZ1","H2A.Z Variant Histone 1","Protein Coding","47","GC04M099949","5.46524047851563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AZ1"
"RUVBL2","RuvB Like AAA ATPase 2","Protein Coding","52","GC19P048993","5.46497106552124","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL2"
"TRO","Trophinin","Protein Coding","44","GC0XP054920","5.46336221694946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRO"
"EGLN3","Egl-9 Family Hypoxia Inducible Factor 3","Protein Coding","53","GC14M033924","5.46253204345703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGLN3"
"MYCNOS","MYCN Opposite Strand","RNA Gene","30","GC02M015918","5.46182155609131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCNOS"
"GCLM","Glutamate-Cysteine Ligase Modifier Subunit","Protein Coding","48","GC01M093885","5.46073341369629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCLM"
"FOXQ1","Forkhead Box Q1","Protein Coding","41","GC06P001312","5.46026420593262","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXQ1"
"CERS2","Ceramide Synthase 2","Protein Coding","49","GC01M150960","5.45956802368164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERS2"
"IL12B","Interleukin 12B","Protein Coding","52","GC05M159314","5.45820808410645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12B"
"ATIC","5-Aminoimidazole-4-Carboxamide Ribonucleotide Formyltransferase/IMP Cyclohydrolase","Protein Coding","52","GC02P215311","5.45784759521484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATIC"
"NEU1","Neuraminidase 1","Protein Coding","52","GC06M031857","5.45512390136719","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU1"
"ADAM19","ADAM Metallopeptidase Domain 19","Protein Coding","50","GC05M157395","5.45434665679932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM19"
"RAB23","RAB23, Member RAS Oncogene Family","Protein Coding","49","GC06M078368","5.45296382904053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB23"
"RETN","Resistin","Protein Coding","50","GC19P007669","5.45060110092163","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETN"
"SLCO2B1","Solute Carrier Organic Anion Transporter Family Member 2B1","Protein Coding","51","GC11P078982","5.44985437393188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO2B1"
"RBBP6","RB Binding Protein 6, Ubiquitin Ligase","Protein Coding","46","GC16P024537","5.44950199127197","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP6"
"NR0B2","Nuclear Receptor Subfamily 0 Group B Member 2","Protein Coding","48","GC01M028961","5.44899272918701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR0B2"
"SSX5","SSX Family Member 5","Protein Coding","38","GC0XM048186","5.44626998901367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSX5"
"ACTR3","Actin Related Protein 3","Protein Coding","48","GC02P113889","5.44341993331909","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR3"
"MLXIPL","MLX Interacting Protein Like","Protein Coding","51","GC07M073593","5.44323348999023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLXIPL"
"TSHZ1","Teashirt Zinc Finger Homeobox 1","Protein Coding","46","GC18P075210","5.44021034240723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSHZ1"
"HAMP","Hepcidin Antimicrobial Peptide","Protein Coding","50","GC19P079539","5.43952941894531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAMP"
"TTC7A","Tetratricopeptide Repeat Domain 7A","Protein Coding","46","GC02P046906","5.4376220703125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC7A"
"TSHZ3","Teashirt Zinc Finger Homeobox 3","Protein Coding","44","GC19M076434","5.43142986297607","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSHZ3"
"DAG1","Dystroglycan 1","Protein Coding","53","GC03P050927","5.43014001846313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAG1"
"GNAI2","G Protein Subunit Alpha I2","Protein Coding","53","GC03P050226","5.43002510070801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI2"
"LOC111589216","BRCA1 Intron 2 Regulatory Region","Functional Element","3","GC17P073497","5.42975521087646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111589216"
"GSE1","Gse1 Coiled-Coil Protein","Protein Coding","43","GC16P085171","5.42921924591064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSE1"
"WDR19","WD Repeat Domain 19","Protein Coding","45","GC04P039184","5.42813682556152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR19"
"USP9X","Ubiquitin Specific Peptidase 9 X-Linked","Protein Coding","55","GC0XP041085","5.42673492431641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP9X"
"FBXO3","F-Box Protein 3","Protein Coding","45","GC11M033740","5.42461156845093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO3"
"DHCR7","7-Dehydrocholesterol Reductase","Protein Coding","53","GC11M071428","5.42390537261963","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR7"
"SMUG1","Single-Strand-Selective Monofunctional Uracil-DNA Glycosylase 1","Protein Coding","48","GC12M054121","5.42252016067505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMUG1"
"FAAH","Fatty Acid Amide Hydrolase","Protein Coding","54","GC01P046394","5.41966533660889","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAAH"
"BLZF1","Basic Leucine Zipper Nuclear Factor 1","Protein Coding","45","GC01P169367","5.41794776916504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLZF1"
"TRPV1","Transient Receptor Potential Cation Channel Subfamily V Member 1","Protein Coding","55","GC17M003565","5.41788673400879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV1"
"CBY1","Chibby Family Member 1, Beta Catenin Antagonist","Protein Coding","46","GC22P038656","5.41577053070068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBY1"
"DHCR24","24-Dehydrocholesterol Reductase","Protein Coding","52","GC01M054849","5.41568470001221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR24"
"ITGA4","Integrin Subunit Alpha 4","Protein Coding","55","GC02P181456","5.4142370223999","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA4"
"CD244","CD244 Molecule","Protein Coding","51","GC01M160830","5.40737056732178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD244"
"CDKN2AIP","CDKN2A Interacting Protein","Protein Coding","44","GC04P183444","5.40685939788818","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2AIP"
"LOC111674472","DNase I Hypersensitive Sites In Introns 16 And 17a Of CFTR","Functional Element","4","GC07P117607","5.40471124649048","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111674472"
"ABALON","Apoptotic BCL2L1-Antisense Long Non-Coding RNA","RNA Gene","15","GC20P031721","5.40352821350098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABALON"
"LAMP2","Lysosomal Associated Membrane Protein 2","Protein Coding","51","GC0XM120426","5.40026473999023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP2"
"BNC2","Basonuclin 2","Protein Coding","46","GC09M016410","5.39982032775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNC2"
"CTNNBIP1","Catenin Beta Interacting Protein 1","Protein Coding","47","GC01M009848","5.39822149276733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNBIP1"
"JTB","Jumping Translocation Breakpoint","Protein Coding","43","GC01M153974","5.39751577377319","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JTB"
"MIR550A1","MicroRNA 550a-1","RNA Gene","19","GC07P030289","5.39725971221924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR550A1"
"IGHG1","Immunoglobulin Heavy Constant Gamma 1 (G1m Marker)","Protein Coding","40","GC14M105736","5.39515209197998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHG1"
"ATAD3B","ATPase Family AAA Domain Containing 3B","Protein Coding","43","GC01P004975","5.39449596405029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD3B"
"GAGE7","G Antigen 7","Protein Coding","20","GC0XU990070","5.39279890060425","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAGE7"
"EHMT1","Euchromatic Histone Lysine Methyltransferase 1","Protein Coding","53","GC09P137618","5.38892507553101","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHMT1"
"INSM1","INSM Transcriptional Repressor 1","Protein Coding","43","GC20P020368","5.38757658004761","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSM1"
"HMCN1","Hemicentin 1","Protein Coding","46","GC01P185734","5.38618469238281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMCN1"
"GPR55","G Protein-Coupled Receptor 55","Protein Coding","48","GC02M230907","5.3802318572998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR55"
"GRHL2","Grainyhead Like Transcription Factor 2","Protein Coding","47","GC08P101492","5.37921714782715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRHL2"
"SLC35C2","Solute Carrier Family 35 Member C2","Protein Coding","46","GC20M046345","5.37887954711914","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35C2"
"PTX3","Pentraxin 3","Protein Coding","50","GC03P157436","5.37837982177734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTX3"
"POU4F1","POU Class 4 Homeobox 1","Protein Coding","47","GC13M078598","5.37381601333618","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU4F1"
"UBAP2L","Ubiquitin Associated Protein 2 Like","Protein Coding","45","GC01P154219","5.37340831756592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP2L"
"CCNC","Cyclin C","Protein Coding","48","GC06M099542","5.37301826477051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNC"
"LOXL1-AS1","LOXL1 Antisense RNA 1","RNA Gene","22","GC15M129672","5.37285995483398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOXL1-AS1"
"COL4A6","Collagen Type IV Alpha 6 Chain","Protein Coding","51","GC0XM108155","5.37236309051514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A6"
"SIRT2","Sirtuin 2","Protein Coding","55","GC19M038878","5.37088918685913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT2"
"KCNQ5","Potassium Voltage-Gated Channel Subfamily Q Member 5","Protein Coding","50","GC06P072621","5.3706636428833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ5"
"YWHAQ","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Theta","Protein Coding","52","GC02M009583","5.36979484558105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAQ"
"KIF14","Kinesin Family Member 14","Protein Coding","48","GC01M200551","5.3684983253479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF14"
"LUC7L2","LUC7 Like 2, Pre-MRNA Splicing Factor","Protein Coding","43","GC07P139344","5.36770391464233","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L2"
"BRF2","BRF2 RNA Polymerase III Transcription Initiation Factor Subunit","Protein Coding","44","GC08M037820","5.36454486846924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRF2"
